2026-09-21T10:53:44Z,"unknown",unknown,skipped
2026-09-21T11:02:52Z,"Top 8 by Foreign Direct Investment Inflows",fdi_inflows,success
2026-09-22T13:44:36Z,"Top 8 Countries by World Happiness Score",world_happiness,success
2026-09-23T13:55:51Z,"Top 8 Countries by Democracy Index",democracy_index,success
2026-09-25T08:13:45Z,"Top 8 Countries by Land Area",land_area,success,success
